Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Çocuksu Şeyler;Nilüfer / Bursa;varsayilan.jpg;+905354699104;iletisim@oyungruplari.com;🌈 Ebeveynli Oyun Grubu 🌈 Ebeveynsiz Oyun Grubu 🌈 18-24 Ay Oyun Grubu 🌈 24-36 Ay Oyun Grubu 🌈 36-48 Ay Oyun Grubu 🌈 Serbest Oyun Alanı 🌈 Çocuk Jimnastiği 🌈 Doğum Günü Partileri 🌈 Baby Shower Partileri 🌈 Cinsiyet Partileri 🌈 Çocuk Yogası;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Pilates, Yoga, Muzik, Orff, Yaratıcı Drama, Yemek, Montesorri, Waldorf, Kodlama, Bahce, Çocuk Parkı
KEY Gelişim Atölyesi ve Psik. Dnş.;Beşiktaş / İstanbul;kurum_galeri/keygelişimatölyesivepsikdnş_1770962277.jpg;+905431221624;iletisim@oyungruplari.com;KEY Gelişim Atölyesi ve Psikolojik Danışmanlık isimli firma İstanbul Beşiktaş bölgesinde çocuklar için psikolojik danışmanlık hizmeti veren bir firmadır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Psikolojik
Öztürk Psikolojik Dan. Merk.;Seydikemer / Muğla;kurum_galeri/öztürkpsikolojikdanmerk_1770962278.jpg;+905076350471;iletisim@oyungruplari.com;-Çocuk, Ergen, Yetişkin Terapisi -Çocuk Merkezli Oyun Terapisi -Online & Yüz yüze  -Oyun Atölyesi (3-4-5 yaş çocuklar için 4 kişilik özel gruplar);;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Psikolojik
Oi Atölye;Kartal / İstanbul;kurum_galeri/oiatölye_1770962280.jpg;+905540230623;iletisim@oyungruplari.com;"Biz Kimiz? Biz Hazal ve Dilara öğretmeniz… Yıllar içinde çocukların dünyasına kulak verdik. Onların gözünden baktık, küçük ellerinden tuttuk, her çocuğun kendi ritminde büyümesine alan açtık. Burası minik kalplerin hayal kurduğu, keşfettiği, oyunla büyüdüğü bir durak. Oi Atölye’nin hikâyesi işte tam burada başlar: Oyunla, sevgiyle, merakla! Oi Atölye; her çocuğun kendi ışığına saygı duyan, hayal gücünü kutlayan, oyunla yaşamı anlamlandıran bir topluluktur. Amacımız kalıplara sığdırmak değil; çocuklara kendi hızlarında büyüyecekleri güvenli bir alan sunmak. Her kahkaha, her minik adım, her renkli fikir bizim için en değerli başarıdır. Ne Yapıyoruz? Oi Atölye’de çocuklar  oyun gruplarında  özgürce keşfeder, dokunur, hisseder, dener… Sanat, drama, müzik, orff ritim, yoga, duyusal oyunlar, ekoloji etkinlikleri, İngilizce atölyeleri ve daha niceleri… Her etkinlik bir diğerine nazikçe bağlanır; her an çocukların gelişimine dokunur. Minikler burada bazen toprakla buluşur, bazen bir hikâyenin kahramanı olur, bazen melodilerin peşinden gider. Bizler de yanlarında yürür, kulak verir, destek oluruz. Çünkü inanırız ki çocuk kendini ifade ettiği kadar büyür. Haydi, Birlikte Oyunla Hayata Adım Atalım! Eğer siz de çocuğunuzun  keşfederek, hissederek, sorarak ve severek  büyümesini istiyorsanız, Oi Atölye’nin kapısı her zaman açık! Birlikte gülümseyelim, birlikte öğrenelim, birlikte büyüyelim… Oi Atölye – Oyunla Hayata Adım.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, High Scope, Yabancı Dil, Bahce, Çocuk Parkı
Kids House;Ataşehir / İstanbul;varsayilan.jpg;+905313138133;iletisim@oyungruplari.com;Kids House olarak İstanbul Ataşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Ataşehir oyun grubu. İstanbul oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş
Nora Çocuk;Kadıköy / İstanbul;kurum_galeri/noraçocuk_1770962283.jpg;+905065042480;iletisim@oyungruplari.com;Oyun alanı Oyungrupları Oyun atölyeleri Bireysel gelişim Danışmanlığı Oyun terapisi;;;;;Psikolojik
Psikoplay Psk.Dnş.ve Oyun Atölyesi;Kadıköy / İstanbul;kurum_galeri/psikoplaypskdnşveoyunatölyesi_1770962284.jpg;+905544619068;iletisim@oyungruplari.com;Uzman Klinik Psikolog ve Çocuk Gelişimi Uzmanı tarafından açılan merkezde 12 aydan 6 yaşa kadar çocukların psikolojik, duygusal, fiziksel ve bilişsel gelişimlerini destekleyici oyun grupları planlanmaktadır. Bu gruplarda çocuklar Klinik Psikolog tarafından gözlemlenmekte ve ebeveynlere geri bildirim verilmektedir. Gerekli görülen durumlarda yönlendirmeler yapılmaktadır. Aylık oyun grupları dışında tek günlük oyun atölyeleri düzenlenmektedir. Ayrıca ebeveyn danışmanlığı, oyun terapisi ve ebeveyn seminerleri ve bireysel danışmanlık da verilen hizmetler arasındadır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, Bahce, Aile Daışmanı, Psikolojik
KigaKids;Maltepe / İstanbul;kurum_galeri/kigakids_1770962285.jpg;+905342931385;iletisim@oyungruplari.com;KigaKids Oyun ve Danismanlik Merkezi Oyun Atölyesi Oyun Gruplari Oyun Terapisi Oyun temeli Dil-Konusma Terapisi floortime Duyu Bütünleme Özel Egitim;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Yüzme, Dans, Muzik, Güvenlik, Montesorri, Reggio Emilia, High Scope, Cooperative, Creative Cirriculum, Yabancı Dil, Kodlama, Havuz, Çocuk Parkı, Konferans, Aile Daışmanı
CT Kids Club;Serdivan / Sakarya;kurum_galeri/ctkidsclub_1770962287.jpg;+905335079754;iletisim@oyungruplari.com;Oyun grubu Çocuk Atölyesi Mutfak Atölyesi Drama Tiyatro Müzik İngilizce;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Pilates, Yoga, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Servis Ablası, Yemek, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Kodlama, Bahce, Çocuk Parkı, Konferans, Aile Daışmanı
Ahtapot Çocuk Oyun Atölyesi;Bahçelievler / İstanbul;kurum_galeri/ahtapotçocukoyunatölyesi_1770962288.jpg;+905372771991;iletisim@oyungruplari.com;Ahtapot Çocuk Oyun Atölyesi olarak İstanbul Bahçelievler bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Bahçelievler oyun grubu. İstanbul oyun grupları. 12.aydan başlayıp 5 yaşa kadar olan Ebeveynli oyun grubu;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Bahce
Shine Kids Yoga Semra;Pendik / İstanbul;kurum_galeri/shinekidsyogasemra_1770962289.jpg;+901111111111;iletisim@oyungruplari.com;Shine Kids Yoga her hafta pazar günü ev ortamında yoga odasında Yoga derslerim çeşitli oyunlar, duyusal aktiviteler, masallar,danslar, doğaçlama dramalar, dikkat geliştirici oyun materyalleriyle tamamen çocuğun bireysel dinamiğine ve ihtiyacına uygun olarak hazırlanan programla gerçekleşmektedir. Bize ulaşmak isterseniz aşağıdaki mesaj gönderme formundan veya mail adresimizden ulaşabilirsiniz 😊;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Havuz
Lily Oyun Atölyesi;İzmit / Kocaeli;varsayilan.jpg;+905531030636;iletisim@oyungruplari.com;Atölyemizde saatlik oyun grubu faaliyetleri vermekteyiz. Her hafta tema belirleyip o temaya uygun çocuklarla eğlenerek öğreniyoruz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Yaratıcı Drama, Montesorri, Yabancı Dil, Kodlama, Satranç
Uğur Böceğim Academy;Gölcük / Kocaeli;varsayilan.jpg;+905452651505;iletisim@oyungruplari.com;Uğurböceğim academy oyun evi ve Montessori atölyelerinin olduğu bir kurumdur. Kurumumuzda ebeveynli ve ebeveynsiz olmak üzere gelişimsel oyun gurupları bulunmaktadır .Montessori atölye çalışmalarını 3-5 yaş arası çocuklarımıza verilmektedir. Detaylı tüm bilgilere instagram adresimizden ulaşabilirsiniz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Orff, Yaratıcı Drama, Montesorri
Nes Kuantum;Nilüfer / Bursa;varsayilan.jpg;+905425401899;iletisim@oyungruplari.com;Kurumumuzda aile dizimi, öğrenci koçluğu eğitimi verilmemiş yanı sıra, çocuk yogası, çocuk pilatesi ve çocuk jimnastiği dersleri verilip, çocukların beslenme düzeni de saglaniyor. Ayrıca çocuklara hareket atölyesi eğitimleri de veriliyor.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Pilates, Yoga
CESUNUR Oyun Merkezi;İzmit / Kocaeli;kurum_galeri/cesunuroyunmerkezi_1770962294.jpg;+905302632620;iletisim@oyungruplari.com;Atölyemizde saatlik oyun grubu faaliyetleri vermekteyiz. Her hafta tema belirleyip o temaya uygun çocuklarla eğlenerek öğreniyoruz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Montesorri, Kodlama, Satranç, Bahce
Mini İlk Yardım;Beykoz / İstanbul;kurum_galeri/minii̇lkyardım_1770962296.jpg;+905444377136;iletisim@oyungruplari.com;Mini ilk yardım, okul öncesinden başlayarak tüm yaş gruplarına yönelik ilk yardım atölyeleri gerçekleştirmektedir. Atölyelerimiz yaratıcı drama yöntemiyle hazırlanmıştır. Erken çocukluk döneminde, 4 yaştan itibaren düzenlediği ilk yardım atölyeleri ile Türkiye'de bir ilktir. Atölyeler psikolog onaylıdır. Okul öncesi, okul dönemi çocuklar ve öğretmen, ebeveyn, çocuk bakıcıları için bebek& çocuk ilk yardım eğitimleri verilmektedir. İlk yardım uygulamalarinda özel eğitim araçları kullanılmaktadır. Amacı, hayat kurtaran nesiller yetiştirmektir.;;;;;3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Dream Kids Oyun Grubu Bornova;Bornova / İzmir;kurum_galeri/dreamkidsoyungrububornova_1770962298.jpg;+905516842711;iletisim@oyungruplari.com;12-60 AY ETKİNLİK VE OYUN MERKEZİ YAŞ DÜZEYİNE UYGUN ETKİNLİKLER ATÖLYELER DOĞUM GÜNÜ ORGANİZASYONLARI;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Muzik, Yaratıcı Drama, Montesorri
Adelya Psikoloji;Aksaray Merkez / Aksaray;kurum_galeri/adelyapsikoloji_1770962299.jpg;+905064686201;iletisim@oyungruplari.com;;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, Aile Daışmanı, Psikolojik
KDZ Ereğli Özel Ceceli Anaokulu Kreş;Ereğli / Zonguldak;kurum_galeri/kdzereğliözelcecelianaokulukre_1770962300.jpg;+905326933978;iletisim@oyungruplari.com;"Kaliteli Anaokulu Eğitiminin Kdz Ereğli'deki Adresi Reggio Emilia yaklaşımı ile çocuk merkezli ve proje odaklı, atölye destekli interaktif eğitim sistemimizle, Kdz. Ereğli’de beynelmilel standartlarda hizmet sunmaktayız. Oyun Grupları  18-24 ay, 24-36 ay , 36-48 aylara özel oyun grupları 2 saatlik şeklinde haftada 2, 3 veya 4 kez olarak düzenlenir. Oyun Grubunun içeriği; Oyun grubumuz Müzik ve hareket programı, Loose parts, Sensory-play, Sanat Atölyesi, Grup oyunları, Seramik Atölyesi ,Mutfak, Bahçe Oyunları, ara öğün zamanı ile yarı yapılandırılmış serbest oyun olarak planlanmıştır.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Yemek, Reggio Emilia, High Scope, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Kodlama, Bahce, Çocuk Parkı
Afacanlar Dünyası Bursa Nilüfer;Nilüfer / Bursa;kurum_galeri/afacanlardünyasıbursanilüfer_1770962301.jpg;+905389504682;iletisim@oyungruplari.com;Afacanlar Dünyası olarak Bursa Nilüfer bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Nilüfer oyun grubu. Bursa oyun grupları.;;;;;3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Little World Kids Club;Çankaya / Ankara;kurum_galeri/littleworldkidsclub_1770962303.jpg;+905308480884;iletisim@oyungruplari.com;Bebek, çocuk ve yetişkin atölyelerimiz farklı gün ve saatlerde alanında uzman eğitimcilerle planlanır. Atölyemize ait planların detaylı bilgisini Instagram ve web sayfamızdan ulaşabilirsiniz. Atölyelerimizde sizlerle buluşmak için heyecanlanıyoruz :);;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Yemek, Yabancı Dil, Bahce
Dora Kids;Merkezefendi / Denizli;kurum_galeri/dorakids_1770962305.jpg;+905394069658;iletisim@oyungruplari.com;12 ay itibariyle duyusal ebeveynli oyun gruplarımız başlıyor aktif olarak 12-18/19-24/24-36/36-48 ay arası ebeveynli gruplarımız 3-4-5 yaş yarım gün programımız mevcuttur. Okul öncesi ve Beden eğitimi, İngilizce ve Fen bilgisi öğretmenlerimiz aktif olarak derslerini gerçekleştiriyorlar;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Pilates, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Kodlama, Satranç, Bahce
İzdem Psikoloji Merkezi;Çekmeköy / İstanbul;kurum_galeri/i̇zdempsikolojimerkezi_1770962306.jpg;+905010631499;iletisim@oyungruplari.com;İzdem Psikoloji Merkezi, gelişimsel ve duyusal oyun atölyeleri gerçekleştiren, oyun terapisi, ergen ve yetişkin terapisi, psikolojik testler uygulayan bir merkezdir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Psikolojik
Giraffe Oyun Atölyesi;Altındağ / Ankara;kurum_galeri/giraffeoyunatölyesi_1770962307.jpg;+905072664833;iletisim@oyungruplari.com;16 Ocak 2021 Yılında faaliyete geçen Giraffe Oyun Atölyesi ebeveynli gruplarıyla bir senedir hizmet vermektedir.6 aydan başlayarak 5 yaşına kadar grup seanslarımız mevcuttur.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Dans, Muzik, Orff, Kamera, Montesorri, Waldorf, Reggio Emilia, Bahce, Çocuk Parkı
YK Psikolojik Danışmanlık Merkezi;Ümraniye / İstanbul;kurum_galeri/ykpsikolojikdanışmanlıkmerkezi_1770962309.jpg;+905338109317;iletisim@oyungruplari.com;YK Psikolojik Danışmanlık Merkezi İstanbul Ümraniye bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir psikolojik danışmanlık firmasıdır. Asya Park Avm 3. Kat Dudullu/ Ümraniye/ İstanbul;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Montesorri, Waldorf, Psikolojik
Story House Çocuk Kitabevi;Üsküdar / İstanbul;kurum_galeri/storyhouseçocukkitabevi_1770962311.jpg;+905539879119;iletisim@oyungruplari.com;Story House Çocuk Kitabevi'nde bir çok yayinevinin kitapları ve çeşitli kutu oyunları satışının yanı sıra çeşitli Çocuk Atölyeleri uzman kadromuzla birlikte düzenlenmektedir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Kamera, Yabancı Dil
Ergoterapist Tuğçe Buğday;Çorlu / Tekirdağ;kurum_galeri/ergoterapisttuğçebuğday_1770962312.jpg;+905459050938;iletisim@oyungruplari.com;Ergoterapist Tuğçe Buğday (@corluergoterapi) tarafından Duyu-Dil Akademisi Özel Eğitim ve Rehabilitasyon Merkezi ve Konuşma Zamanı Dil Konuşma merkezinde yapılan periyodik gerçekleştirilen atölyelerdir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yoga, Yaratıcı Drama, Bahce, Aile Daışmanı
miniritim;Etimesgut / Ankara;kurum_galeri/miniritim_1770962314.jpg;+905445545058;iletisim@oyungruplari.com;Müzik atölyesi 2-5 yaş arasi çocuklarımızla yaptığımız ebeveyn katılımlı bir etkinliktir. Aylık temalı ve bu temalar üzerinden müzikle buluştuğumuz, çocuklarımızla eğlendigimiz atölyemizin amacı çocuklarımızın erken yaşta müzikle tanışmalarını sağlamak, akranlariyla beraber olarak sosyallesmelerini sağlamak, ebeveynleri ile aralarindaki bağları güçlendirmektir.  Müzik atölyesine katılan öğrencilerimiz çeşitli orff enstrumanlari ile tanışarak müziğe eşlik edecek, ritim duyguları güçlenecek, dikkat algı ve konsantrasyonu gelişecek ve beraber müzik yapmanın keyfine varacaklardır.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Muzik, Orff
Oyun Saati Etkinlik Merkezi;Konak / İzmir;kurum_galeri/oyunsaatietkinlikmerkezi_1770962316.jpg;+905055732100;iletisim@oyungruplari.com;olarak İzmir Konak bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Konak oyun grubu. İzmir oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Leyla YOLCU;Kadıköy / İstanbul;varsayilan.jpg;+905411340095;iletisim@oyungruplari.com;Merhabalar. Ben özel eğitim uzman öğreticisi Leyla YOLCU. 13 yıllık öğretmenim. Özel eğitim ve rehabilitasyon merkezlerinde öğretmenlik yaptım. Geçtiğimiz eylül ayında kendi çocuk gelişimi merkezimi açtım. Orada bireysel ve oyun gruplarına başladım ve orada eğitim veriyorum. Sizleri de beklerim;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
TuzlaKids Çocuk Aktivite Merkezi;Tuzla / İstanbul;kurum_galeri/tuzlakidsçocukaktivitemerkezi_1770962318.jpg;+905528470542;iletisim@oyungruplari.com;Saatlik Serbest oyun alanı kullanımı, Müzikle oyun atölyeleri, Ebeveynli oyun grupları;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Bahce
Mavi Pembe Anaokulu Beylikdüzü;Beylikdüzü / İstanbul;kurum_galeri/mavipembeanaokulubeylikdüzü_1770962320.jpg;+902126792504;iletisim@oyungruplari.com;"Mavi Pembe Anaokulu 2006 yılından beri   Beylikdüzü  ve  Esenyurt  bölgelerinde faaliyet gösteren  Mavi Pembe Anaokulu , çocuklara güvenli, sevgi dolu ve modern bir eğitim ortamı sunar. Müstakil villa binasında yer alan okulumuzda, yaş gruplarına özel sınıflar, çift dilli (Türkçe–İngilizce) eğitim modeli ve deneyimli öğretmen kadromuzla her çocuğun gelişim süreci titizlikle takip edilir. Eğitim programımız;  İngilizce, İspanyolca, Robotik Kodlama, Satranç, Müzik, Ritim, Drama, Modern Dans ,  Oyun Grupları  ve  Spor Kulüpleri  gibi branşlarla zenginleştirilmiştir. Uzman psikolog ve rehberlik hizmetimizle çocuklarımızın duygusal ve sosyal gelişimini de destekliyoruz. Mavi Pembe Anaokulu – Mutlu çocuklar, güçlü bir gelecek.  📍 Beylikdüzü • Esenyurt";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Pilates, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Servis, Servis Ögretmeni, Yemek, Montesorri, Waldorf, Reggio Emilia, High Scope, Yabancı Dil, Kodlama, Satranç, Bahce, Çocuk Parkı, Psikolojik
Masal Dünyası Gelişim Akademisi;Başakşehir / İstanbul;varsayilan.jpg;+905316282138;iletisim@oyungruplari.com;Masal Dünyası Gelişim Akademisi olarak İstanbul Başakşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Başakşehir oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Montesorri
Melisa Rüstemoğlu;Şişli / İstanbul;kurum_galeri/melisarüstemoğlu_1770962322.jpg;+905301592229;iletisim@oyungruplari.com;;;;;;4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga
Kırlangıç Anaokulu;Aziziye / Erzurum;kurum_galeri/kırlangıçanaokulu_1770962323.jpg;+905469322908;iletisim@oyungruplari.com;Kırlangıç Anaokulu Erzurum Aziziye de anaokulu hizmeti veren bir özel bir okuldur.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
